fuel_flow,power
0.0243,286
0.0243,286
0.0243,286
0.0243,286
0.0243,286
0.0244,287
0.0244,287
0.0244,287
0.0244,287
0.0244,287
0.0244,287.6666667
0.0244,288
0.0244,288
0.0244,288
0.0244,288
0.0244,288
0.0244,288
0.0245,289
0.0245,289
0.0245,289
0.0245,289
0.0245,289
0.0245,289
0.0246,290
0.0246,290
0.0246,290
0.0246,290
0.0246,290
0.0246,290
0.0247,291
0.0247,291
0.0247,291
0.0247,291
0.0247,291
0.0247,291
0.0248,292
0.0248,292
0.0248,292
0.0248,292
0.0248,292
0.0248,292
0.0249,293
0.0249,293
0.0249,293
0.0249,293
0.0249,293
0.0249,293
0.0249,294
0.0249,294
0.0249,294
0.0249,294
0.0249,294
0.0249,294
0.025,295
0.025,295
0.025,295
0.025,295
0.025,295
0.025,295
0.0251,296
0.0251,296
0.0251,296
0.0251,296
0.0251,296
0.0251,296
0.0252,297
0.0252,297
0.0252,297
0.0252,297
0.0252,297
0.0252,297
0.0253,298
0.0253,298
0.0253,298
0.0253,298
0.0253,298
0.0253,298
0.0253,299
0.0253,299
0.0253,299
0.0253,299
0.0253,299
0.0253,299
0.0254,300
0.0254,300
0.0254,300
0.0254,300
0.0254,300
0.0254,300
0.0255,301
0.0255,301
0.0255,301
0.0255,301
0.0255,301
0.0256,301.6666667
0.0256,302
0.0256,302
0.0256,302
0.0256,302
0.0256,302
0.0256,302
0.0257,303
0.0257,303
0.0257,303
0.0257,303
0.0257,303
0.0257,303
0.0257,304
0.0257,304
0.0257,304
0.0257,304
0.0257,304
0.0257,304
0.0258,305
0.0258,305
0.0258,305
0.0258,305
0.0258,305
0.0258,305
0.0259,306
0.0259,306
0.0259,306
0.0259,306
0.0259,306
0.0259,306
0.026,307
0.026,307
0.026,307
0.026,307
0.026,307
0.026,307
0.0261,308
0.0261,308
0.0261,308
0.0261,308
0.0261,308
0.0261,308
0.0261,309
0.0261,309
0.0261,309
0.0261,309
0.0261,309
0.0262,309.6666667
0.0262,310
0.0262,310
0.0262,310
0.0262,310
0.0262,310
0.0262,310
0.0263,311
0.0263,311
0.0263,311
0.0263,311
0.0263,311
0.0263,311
0.0264,312
0.0264,312
0.0264,312
0.0264,312
0.0264,312
0.0264,312
0.0265,313
0.0265,313
0.0265,313
0.0265,313
0.0265,313
0.0265,313
0.0266,314
0.0266,314
0.0266,314
0.0266,314
0.0266,314
0.0266,314
0.0266,315
0.0266,315
0.0266,315
0.0266,315
0.0266,315
0.0266,315
0.0267,316
0.0267,316
0.0267,316
0.0267,316
0.0267,316
0.0267,316
0.0268,317
0.0268,317
0.0268,317
0.0268,317
0.0268,317
0.0268,317
0.0269,318
0.0269,318
0.0269,318
0.0269,318
0.0269,318
0.0269,318
0.027,319
0.027,319
0.027,319
0.027,319
0.027,319
0.027,319
0.027,320
0.027,320
0.027,320
0.027,320
0.027,320
0.027,320
0.0271,321
0.0271,321
0.0271,321
0.0271,321
0.0271,321
0.0271,321
0.0272,322
0.0272,322
0.0272,322
0.0272,322
0.0272,322
0.0272,322
0.0273,323
0.0273,323
0.0273,323
0.0273,323
0.0273,323
0.0273,323
0.0274,324
0.0274,324
0.0274,324
0.0274,324
0.0274,324
0.0274,324.75
0.0275,325
0.0275,325
0.0275,325
0.0275,325
0.0275,325
0.0275,325.6666667
0.0275,326
0.0275,326
0.0275,326
0.0275,326
0.0275,326
0.0275,326
0.0276,327
0.0276,327
0.0276,327
0.0276,327
0.0276,327
0.0276,327
0.0277,328
0.0277,328
0.0277,328
0.0277,328
0.0277,328
0.0277,328
0.0278,329
0.0278,329
0.0278,329
0.0278,329
0.0278,329
0.0278,329
0.0279,330
0.0279,330
0.0279,330
0.0279,330
0.0279,330
0.0279,330
0.0279,331
0.0279,331
0.0279,331
0.0279,331
0.0279,331
0.0279,331
0.028,332
0.028,332
0.028,332
0.028,332
0.028,332
0.028,332
0.0281,333
0.0281,333
0.0281,333
0.0281,333
0.0281,333
0.0282,333.75
0.0282,334
0.0282,334
0.0282,334
0.0282,334
0.0282,334
0.0282,334
0.0283,335
0.0283,335
0.0283,335
0.0283,335
0.0283,335
0.0283,335
0.0284,336
0.0284,336
0.0284,336
0.0284,336
0.0284,336
0.0284,336
0.0284,337
0.0284,337
0.0284,337
0.0284,337
0.0284,337
0.0284,337
0.0285,338
0.0285,338
0.0285,338
0.0285,338
0.0285,338
0.0285,338
0.0286,339
0.0286,339
0.0286,339
0.0286,339
0.0286,339
0.0286,339
0.0287,340
0.0287,340
0.0287,340
0.0287,340
0.0287,340
0.0287,340.6666667
0.0288,341
0.0288,341
0.0288,341
0.0288,341
0.0288,341
0.0288,341
0.0288,342
0.0288,342
0.0288,342
0.0288,342
0.0288,342
0.0288,342
0.0289,343
0.0289,343
0.0289,343
0.0289,343
0.0289,343
0.0289,343
0.029,344
0.029,344
0.029,344
0.029,344
0.029,344
0.029,344
0.0291,345
0.0291,345
0.0291,345
0.0291,345
0.0291,345
0.0291,345
0.0292,346
0.0292,346
0.0292,346
0.0292,346
0.0292,346
0.0292,346
0.0293,347
0.0293,347
0.0293,347
0.0293,347
0.0293,347
0.0293,347
0.0293,348
0.0293,348
0.0293,348
0.0293,348
0.0293,348
0.0294,348.75
0.0294,349
0.0294,349
0.0294,349
0.0294,349
0.0294,349
0.0295,349.6666667
0.0295,350
0.0295,350
0.0295,350
0.0295,350
0.0295,350
0.0295,350.5
0.0296,351
0.0296,351
0.0296,351
0.0296,351
0.0296,351
0.0296,351
0.0297,352
0.0297,352
0.0297,352
0.0297,352
0.0297,352
0.0297,352
0.0298,353
0.0298,353
0.0298,353
0.0298,353
0.0298,353
0.0298,353
0.0298,354
0.0298,354
0.0298,354
0.0298,354
0.0298,354
0.0298,354
0.0299,355
0.0299,355
0.0299,355
0.0299,355
0.0299,355
0.0299,355
0.03,356
0.03,356
0.03,356
0.03,356
0.03,356
0.03,356
0.0301,357
0.0301,357
0.0301,357
0.0301,357
0.0301,357
0.0301,357.75
0.0302,358
0.0302,358
0.0302,358
0.0302,358
0.0302,358
0.0302,358
0.0302,359
0.0302,359
0.0302,359
0.0302,359
0.0302,359
0.0302,359
0.0303,360
0.0303,360
0.0303,360
0.0303,360
0.0303,360
0.0303,360
0.0304,361
0.0304,361
0.0304,361
0.0304,361
0.0304,361
0.0304,361
0.0305,362
0.0305,362
0.0305,362
0.0305,362
0.0305,362
0.0305,362
0.0306,363
0.0306,363
0.0306,363
0.0306,363
0.0306,363
0.0306,363
0.0307,364
0.0307,364
0.0307,364
0.0307,364
0.0307,364
0.0307,364.6666667
0.0307,365
0.0307,365
0.0307,365
0.0307,365
0.0307,365
0.0307,365
0.0308,366
0.0308,366
0.0308,366
0.0308,366
0.0308,366
0.0308,366
0.0309,367
0.0309,367
0.0309,367
0.0309,367
0.0309,367
0.0309,367
0.031,368
0.031,368
0.031,368
0.031,368
0.031,368
0.031,368
0.0311,369
0.0311,369
0.0311,369
0.0311,369
0.0311,369
0.0311,369
0.0312,370
0.0312,370
0.0312,370
0.0312,370
0.0312,370
0.0312,370
0.0312,371
0.0312,371
0.0312,371
0.0312,371
0.0312,371
0.0312,371
0.0313,372
0.0313,372
0.0313,372
0.0313,372
0.0313,372
0.0314,372.75
0.0314,373
0.0314,373
0.0314,373
0.0314,373
0.0314,373
0.0315,373.6666667
0.0315,374
0.0315,374
0.0315,374
0.0315,374
0.0315,374
0.0315,374
0.0316,375
0.0316,375
0.0316,375
0.0316,375
0.0316,375
0.0316,375
0.0317,376
0.0317,376
0.0317,376
0.0317,376
0.0317,376
0.0317,376
0.0317,377
0.0317,377
0.0317,377
0.0317,377
0.0317,377
0.0317,377
0.0318,378
0.0318,378
0.0318,378
0.0318,378
0.0318,378
0.0318,378
0.0319,379
0.0319,379
0.0319,379
0.0319,379
0.0319,379
0.0319,379
0.032,380
0.032,380
0.032,380
0.032,380
0.032,380
0.032,380
0.0321,381
0.0321,381
0.0321,381
0.0321,381
0.0321,381
0.0321,381.75
0.0322,382
0.0322,382
0.0322,382
0.0322,382
0.0322,382
0.0322,382
0.0323,383
0.0323,383
0.0323,383
0.0323,383
0.0323,383
0.0323,383
0.0323,384
0.0323,384
0.0323,384
0.0323,384
0.0323,384
0.0323,384
0.0324,385
0.0324,385
0.0324,385
0.0324,385
0.0324,385
0.0324,385
0.0325,386
0.0325,386
0.0325,386
0.0325,386
0.0325,386
0.0325,386
0.0326,387
0.0326,387
0.0326,387
0.0326,387
0.0326,387
0.0326,387
0.0327,388
0.0327,388
0.0327,388
0.0327,388
0.0327,388
0.0327,388.6666667
0.0328,389
0.0328,389
0.0328,389
0.0328,389
0.0328,389
0.0328,389
0.0328,390
0.0328,390
0.0328,390
0.0328,390
0.0328,390
0.0328,390
0.0329,391
0.0329,391
0.0329,391
0.0329,391
0.0329,391
0.0329,391
0.033,392
0.033,392
0.033,392
0.033,392
0.033,392
0.033,392
0.0331,393
0.0331,393
0.0331,393
0.0331,393
0.0331,393
0.0331,393
0.0332,394
0.0332,394
0.0332,394
0.0332,394
0.0332,394
0.0332,394
0.0333,395
0.0333,395
0.0333,395
0.0333,395
0.0333,395
0.0333,395
0.0334,396
0.0334,396
0.0334,396
0.0334,396
0.0334,396
0.0334,396.75
0.0334,397
0.0334,397
0.0334,397
0.0334,397
0.0334,397
0.0335,397.6666667
0.0335,398
0.0335,398
0.0335,398
0.0335,398
0.0335,398
0.0335,398
0.0336,399
0.0336,399
0.0336,399
0.0336,399
0.0336,399
0.0336,399
0.0337,400
0.0337,400
0.0337,400
0.0337,400
0.0337,400
0.0337,400
0.0338,401
0.0338,401
0.0338,401
0.0338,401
0.0338,401
0.0338,401
0.0339,402
0.0339,402
0.0339,402
0.0339,402
0.0339,402
0.0339,402
0.034,403
0.034,403
0.034,403
0.034,403
0.034,403
0.034,403
0.034,404
0.034,404
0.034,404
0.034,404
0.034,404
0.034,404
0.0341,405
0.0341,405
0.0341,405
0.0341,405
0.0341,405
0.0342,405.75
0.0342,406
0.0342,406
0.0342,406
0.0342,406
0.0342,406
0.0342,406
0.0343,407
0.0343,407
0.0343,407
0.0343,407
0.0343,407
0.0343,407
0.0344,408
0.0344,408
0.0344,408
0.0344,408
0.0344,408
0.0344,408
0.0345,409
0.0345,409
0.0345,409
0.0345,409
0.0345,409
0.0345,409
0.0346,410
0.0346,410
0.0346,410
0.0346,410
0.0346,410
0.0346,410
0.0346,411
0.0346,411
0.0346,411
0.0346,411
0.0346,411
0.0346,411
0.0347,412
0.0347,412
0.0347,412
0.0347,412
0.0347,412
0.0348,412.6666667
0.0348,413
0.0348,413
0.0348,413
0.0348,413
0.0348,413
0.0348,413
0.0349,414
0.0349,414
0.0349,414
0.0349,414
0.0349,414
0.0349,414
0.035,415
0.035,415
0.035,415
0.035,415
0.035,415
0.035,415
0.0351,416
0.0351,416
0.0351,416
0.0351,416
0.0351,416
0.0351,416
0.0352,417
0.0352,417
0.0352,417
0.0352,417
0.0352,417
0.0352,417
0.0352,418
0.0352,418
0.0352,418
0.0352,418
0.0352,418
0.0352,418
0.0353,419
0.0353,419
0.0353,419
0.0353,419
0.0353,419
0.0353,419
0.0354,420
0.0354,420
0.0354,420
0.0354,420
0.0354,420
0.0355,420.75
0.0355,421
0.0355,421
0.0355,421
0.0355,421
0.0355,421
0.0356,421.6666667
0.0356,422
0.0356,422
0.0356,422
0.0356,422
0.0356,422
0.0356,422
0.0357,423
0.0357,423
0.0357,423
0.0357,423
0.0357,423
0.0357,423
0.0358,424
0.0358,424
0.0358,424
0.0358,424
0.0358,424
0.0358,424
0.0359,425
0.0359,425
0.0359,425
0.0359,425
0.0359,425
0.0359,425
0.0359,426
0.0359,426
0.0359,426
0.0359,426
0.0359,426
0.0359,426
0.036,427
0.036,427
0.036,427
0.036,427
0.036,427
0.036,427
0.0361,428
0.0361,428
0.0361,428
0.0361,428
0.0361,428
0.0361,428
0.0362,429
0.0362,429
0.0362,429
0.0362,429
0.0362,429
0.0363,429.75
0.0363,430
0.0363,430
0.0363,430
0.0363,430
0.0363,430
0.0363,430
0.0364,431
0.0364,431
0.0364,431
0.0364,431
0.0364,431
0.0364,431
0.0365,432
0.0365,432
0.0365,432
0.0365,432
0.0365,432
0.0365,432
0.0366,433
0.0366,433
0.0366,433
0.0366,433
0.0366,433
0.0366,433
0.0366,434
0.0366,434
0.0366,434
