Date/Time,Outdoor Air Temperature,Building Electric Load,Building Heating Load,Building Cooling Load,ChW Supply Temp,ChW Return Temp,HW Supply Temp,HW Return Temp,HW Mass Flow Rate (kg/s),CHW Mass Flow Rate (kg/s)
 07/25  16:00:00,28.9,673.0,138.9,1692.8,6.7,14.0,82.0,55.3,1.18,55.71
 07/25  17:00:00,27.8,668.8,151.6,1640.7,6.7,13.9,82.0,56.0,1.31,54.18
 07/25  18:00:00,25.8,586.8,162.6,1548.6,6.7,13.8,82.0,56.7,1.44,51.64
 07/25  19:00:00,23.9,584.0,174.0,1425.9,6.7,13.8,82.0,56.8,1.57,48.17
 07/25  20:00:00,23.0,598.4,190.1,1360.0,6.7,13.7,82.0,56.7,1.74,46.28
 07/25  21:00:00,22.4,558.0,197.8,1288.4,6.7,13.7,82.0,56.9,1.83,44.09
 07/25  22:00:00,21.9,543.9,203.1,1227.2,6.7,13.6,82.0,57.1,1.90,42.25
 07/25  23:00:00,21.0,441.8,225.6,1138.8,6.7,13.6,82.0,58.1,2.15,39.53
 07/25  24:00:00,20.2,437.3,228.8,1075.8,6.7,13.4,82.0,58.3,2.23,37.92
 07/26  01:00:00,20.0,437.1,230.6,1070.8,6.7,13.4,82.0,58.5,2.28,37.94
 07/26  02:00:00,19.6,436.9,232.5,1075.3,6.7,13.4,82.0,58.6,2.33,38.16
 07/26  03:00:00,18.7,436.8,234.5,1022.1,6.7,13.4,82.0,58.8,2.37,36.46
 07/26  04:00:00,18.7,437.3,236.8,1013.6,6.7,13.4,82.0,58.9,2.42,36.32
 07/26  05:00:00,18.9,428.9,237.2,1029.4,6.7,13.4,82.0,59.0,2.44,36.82
 07/26  06:00:00,20.0,420.8,228.1,1068.3,6.7,13.4,82.0,58.9,2.35,38.07
 07/26  07:00:00,21.6,638.4,189.7,1241.5,6.7,13.6,82.0,57.5,1.94,43.20
 07/26  08:00:00,22.6,872.0,159.7,1362.4,6.7,13.7,82.0,55.8,1.59,46.68
 07/26  09:00:00,23.5,916.8,144.5,1426.8,6.7,13.7,82.0,55.2,1.39,48.62
 07/26  10:00:00,25.0,920.2,135.1,1503.1,6.7,13.8,82.0,55.0,1.27,50.90
 07/26  11:00:00,25.9,924.4,130.3,1577.4,6.7,13.8,82.0,54.7,1.21,53.17
 07/26  12:00:00,26.5,884.7,130.0,1627.2,6.7,13.8,82.0,54.3,1.18,54.78
 07/26  13:00:00,27.4,929.6,126.7,1619.2,6.7,13.8,82.0,54.3,1.14,54.63
 07/26  14:00:00,27.8,933.1,121.2,1572.3,6.7,13.7,82.0,54.5,1.08,53.44
 07/26  15:00:00,27.1,935.2,117.0,1482.0,6.7,13.7,82.0,54.7,1.04,50.82
 07/26  16:00:00,26.7,671.5,148.6,1357.1,6.7,13.7,82.0,56.0,1.32,46.28
 07/26  17:00:00,26.3,666.3,163.1,1358.8,6.7,13.7,82.0,56.4,1.47,46.12
 07/26  18:00:00,25.8,585.9,167.4,1320.8,6.7,13.7,82.0,56.8,1.53,44.88
 07/26  19:00:00,24.9,584.8,175.8,1242.6,6.7,13.7,82.0,56.7,1.62,42.41
 07/26  20:00:00,23.4,599.1,191.1,1268.5,6.7,13.7,82.0,56.8,1.78,43.44
 07/26  21:00:00,22.4,558.6,198.1,1308.7,6.7,13.7,82.0,56.9,1.86,44.81
 07/26  22:00:00,21.9,543.9,203.5,1296.6,6.7,13.7,82.0,57.1,1.92,44.47
 07/26  23:00:00,20.6,441.8,226.5,1194.4,6.7,13.6,82.0,58.1,2.17,41.32
 07/26  24:00:00,20.0,437.3,229.7,1105.3,6.7,13.5,82.0,58.3,2.24,38.90
 07/27  01:00:00,20.0,437.2,231.5,1095.7,6.7,13.5,82.0,58.5,2.30,38.75
 07/27  02:00:00,18.9,436.9,233.7,1046.7,6.7,13.4,82.0,58.7,2.34,37.22
 07/27  03:00:00,18.3,436.7,235.7,1012.3,6.7,13.4,82.0,58.8,2.39,36.25
 07/27  04:00:00,18.7,437.4,237.6,1021.8,6.7,13.4,82.0,58.9,2.43,36.60
 07/27  05:00:00,17.8,428.8,239.4,962.6,6.7,13.3,82.0,58.9,2.46,34.61
 07/27  06:00:00,19.3,420.7,232.5,1042.8,6.7,13.4,82.0,58.8,2.39,37.41
 07/27  07:00:00,22.3,638.6,188.0,1300.3,6.7,13.7,82.0,57.5,1.92,45.03
 07/27  08:00:00,24.7,872.9,151.6,1454.2,6.7,13.8,82.0,56.0,1.51,49.23
 07/27  09:00:00,26.3,917.8,139.1,1475.8,6.7,13.8,82.0,55.4,1.35,49.71
 07/27  10:00:00,27.7,921.1,131.9,1496.7,6.7,13.8,82.0,55.1,1.25,50.37
 07/27  11:00:00,28.7,925.8,127.1,1506.9,6.7,13.8,82.0,55.0,1.19,50.70
 07/27  12:00:00,29.6,887.0,124.6,1552.3,6.7,13.8,82.0,54.7,1.15,52.28
 07/27  13:00:00,30.4,931.9,120.4,1570.1,6.7,13.8,82.0,54.5,1.09,52.93
 07/27  14:00:00,30.9,935.3,113.4,1579.5,6.7,13.7,82.0,54.6,1.02,53.48
 07/27  15:00:00,31.5,937.5,108.7,1626.7,6.7,13.8,82.0,54.7,0.97,55.12
 07/27  16:00:00,31.7,674.0,134.6,1546.4,6.7,13.9,82.0,56.1,1.21,51.63
 07/27  17:00:00,31.0,669.0,146.0,1528.7,6.7,13.9,82.0,56.5,1.32,50.77
 07/27  18:00:00,29.9,587.5,153.2,1511.5,6.7,13.9,82.0,56.7,1.40,50.24
 07/27  19:00:00,29.1,585.8,163.6,1512.0,6.7,13.9,82.0,56.3,1.51,50.19
 07/27  20:00:00,27.8,600.3,178.0,1498.5,6.7,13.9,82.0,56.4,1.64,49.76
 07/27  21:00:00,26.9,559.7,184.5,1492.7,6.7,13.9,82.0,56.4,1.71,49.67
 07/27  22:00:00,26.3,544.9,189.9,1477.8,6.7,13.9,82.0,56.6,1.77,49.23
 07/27  23:00:00,25.8,442.4,211.8,1421.4,6.7,13.8,82.0,57.6,1.99,47.55
 07/27  24:00:00,25.2,437.9,215.8,1335.1,6.7,13.7,82.0,57.8,2.07,45.38
 07/28  01:00:00,21.2,437.4,224.9,1150.9,6.7,13.5,82.0,58.2,2.19,39.98
 07/28  02:00:00,18.9,437.0,229.7,1039.2,6.7,13.4,82.0,58.5,2.27,36.99
 07/28  03:00:00,18.9,436.9,231.0,1044.1,6.7,13.4,82.0,58.6,2.31,37.25
 07/28  04:00:00,18.9,440.6,232.2,1038.8,6.7,13.4,82.0,58.7,2.34,37.10
 07/28  05:00:00,19.2,435.7,233.2,1059.2,6.7,13.4,82.0,58.8,2.37,37.78
 07/28  06:00:00,19.8,422.0,231.3,1078.8,6.7,13.4,82.0,58.8,2.37,38.38
 07/28  07:00:00,21.4,638.5,189.2,1239.2,6.7,13.6,82.0,57.3,1.92,43.17
 07/28  08:00:00,23.3,872.8,155.8,1454.9,6.7,13.7,82.0,55.5,1.54,49.53
 07/28  09:00:00,24.2,917.2,141.7,1602.6,6.7,13.8,82.0,54.4,1.35,53.72
 07/28  10:00:00,25.8,920.1,127.0,1738.8,6.7,14.0,82.0,53.4,1.18,57.04
 07/28  11:00:00,27.7,924.4,112.9,1849.3,6.7,14.2,82.0,52.7,1.02,59.13
 07/28  12:00:00,29.0,886.4,105.6,1900.1,6.7,14.2,82.0,52.6,0.93,60.49
 07/28  13:00:00,29.8,931.0,101.9,1925.1,6.7,14.2,82.0,52.5,0.88,61.49
 07/28  14:00:00,30.0,932.0,104.2,1905.2,6.7,14.1,82.0,52.6,0.89,61.26
 07/28  15:00:00,29.6,934.5,104.0,1879.2,6.7,14.0,82.0,52.9,0.88,61.39
 07/28  16:00:00,27.3,672.3,137.7,1707.8,6.7,14.0,82.0,55.0,1.17,56.03
 07/28  17:00:00,26.5,667.8,151.0,1646.4,6.7,13.9,82.0,55.8,1.30,54.44
 07/28  18:00:00,26.0,586.4,162.5,1587.6,6.7,13.9,82.0,56.2,1.43,52.60
 07/28  19:00:00,25.2,584.1,177.9,1439.3,6.7,13.8,82.0,56.5,1.59,48.34
 07/28  20:00:00,23.3,598.5,193.4,1364.2,6.7,13.7,82.0,56.7,1.76,46.34
 07/28  21:00:00,21.9,558.2,200.8,1324.0,6.7,13.7,82.0,56.8,1.85,45.29
 07/28  22:00:00,21.3,544.0,205.6,1260.1,6.7,13.6,82.0,57.0,1.92,43.36
 07/28  23:00:00,20.0,441.8,227.9,1166.2,6.7,13.5,82.0,58.1,2.16,40.52
 07/28  24:00:00,19.4,437.3,230.8,1096.7,6.7,13.4,82.0,58.3,2.24,38.71
 07/29  01:00:00,19.8,437.2,231.3,1094.8,6.7,13.4,82.0,58.5,2.28,38.78
 07/29  02:00:00,20.0,437.0,231.9,1061.4,6.7,13.4,82.0,58.6,2.32,37.64
 07/29  03:00:00,20.0,436.9,233.3,1032.9,6.7,13.4,82.0,58.7,2.36,36.75
 07/29  04:00:00,20.0,437.5,234.8,1031.9,6.7,13.4,82.0,58.8,2.39,36.73
 07/29  05:00:00,20.0,433.2,235.5,1028.1,6.7,13.4,82.0,58.9,2.41,36.63
 07/29  06:00:00,20.7,420.9,228.9,1056.7,6.7,13.4,82.0,58.9,2.36,37.57
 07/29  07:00:00,21.8,507.5,207.0,1185.0,6.7,13.6,82.0,58.5,2.13,41.39
 07/29  08:00:00,22.9,647.7,179.0,1269.2,6.7,13.6,82.0,57.7,1.82,43.74
 07/29  09:00:00,24.0,688.1,170.8,1306.2,6.7,13.7,82.0,57.5,1.71,44.68
 07/29  10:00:00,24.8,689.0,167.1,1343.2,6.7,13.7,82.0,57.1,1.66,45.67
 07/29  11:00:00,25.7,690.9,163.7,1340.5,6.7,13.7,82.0,56.9,1.60,45.44
 07/29  12:00:00,26.5,659.7,162.6,1326.6,6.7,13.8,82.0,56.8,1.58,44.92
 07/29  13:00:00,27.0,661.3,160.0,1329.7,6.7,13.8,82.0,56.7,1.54,44.98
 07/29  14:00:00,27.6,663.3,153.3,1319.3,6.7,13.8,82.0,56.7,1.47,44.65
 07/29  15:00:00,27.8,664.9,146.6,1294.5,6.7,13.7,82.0,56.9,1.40,43.89
 07/29  16:00:00,27.4,665.3,145.3,1258.7,6.7,13.7,82.0,57.0,1.39,42.83
 07/29  17:00:00,26.9,621.3,150.0,1207.6,6.7,13.7,82.0,57.1,1.43,41.25
 07/29  18:00:00,26.0,428.5,176.0,1109.8,6.7,13.6,82.0,58.3,1.70,38.10
 07/29  19:00:00,24.5,426.4,191.1,1021.0,6.7,13.5,82.0,58.3,1.87,35.45
 07/29  20:00:00,23.2,441.7,208.4,926.9,6.7,13.4,82.0,58.1,2.06,32.65
 07/29  21:00:00,22.1,440.8,218.5,879.7,6.7,13.4,82.0,58.2,2.17,31.42
 07/29  22:00:00,21.3,440.0,223.7,894.0,6.7,13.4,82.0,58.3,2.23,32.10
 07/29  23:00:00,19.4,440.8,228.9,917.3,6.7,13.3,82.0,58.5,2.30,32.93
 07/29  24:00:00,18.0,436.6,233.4,880.4,6.7,13.3,82.0,58.6,2.36,31.83
 07/30  01:00:00,17.8,414.4,241.4,876.0,6.7,13.3,82.0,58.9,2.46,31.80
 07/30  02:00:00,17.8,414.3,244.3,864.9,6.7,13.3,82.0,59.1,2.51,31.45
 07/30  03:00:00,16.4,414.0,249.5,807.0,6.7,13.2,82.0,59.2,2.58,29.51
 07/30  04:00:00,15.9,414.7,253.4,777.6,6.7,13.2,82.0,59.2,2.64,28.62
 07/30  05:00:00,15.8,410.4,256.9,751.9,6.7,13.2,82.0,59.1,2.68,27.72
 07/30  06:00:00,16.3,397.9,256.8,787.9,6.7,13.2,82.0,59.1,2.68,29.03
 07/30  07:00:00,18.8,400.8,247.8,924.1,6.7,13.3,82.0,59.1,2.59,33.58
 07/30  08:00:00,21.8,533.1,212.5,1112.1,6.7,13.5,82.0,58.6,2.21,39.14
 07/30  09:00:00,23.5,533.7,201.6,1159.1,6.7,13.6,82.0,58.5,2.08,40.07
 07/30  10:00:00,25.0,534.1,190.3,1186.3,6.7,13.7,82.0,58.5,1.95,40.73
 07/30  11:00:00,27.0,535.5,182.2,1235.2,6.7,13.7,82.0,58.7,1.87,41.97
 07/30  12:00:00,28.8,534.8,177.7,1284.8,6.7,13.8,82.0,58.7,1.82,43.23
 07/30  13:00:00,29.1,535.2,172.8,1279.2,6.7,13.8,82.0,58.6,1.77,42.88
 07/30  14:00:00,28.5,535.5,168.0,1203.3,6.7,13.8,82.0,58.7,1.72,40.54
 07/30  15:00:00,28.7,535.8,164.8,1141.2,6.7,13.7,82.0,58.7,1.69,38.64
 07/30  16:00:00,28.9,402.8,184.9,1155.7,6.7,13.7,82.0,59.1,1.90,39.18
 07/30  17:00:00,28.9,402.2,191.1,1156.9,6.7,13.7,82.0,59.0,1.98,39.20
 07/30  18:00:00,28.5,401.9,200.3,1108.6,6.7,13.7,82.0,58.9,2.07,37.74
 07/30  19:00:00,27.3,402.4,209.7,1039.4,6.7,13.6,82.0,58.9,2.17,35.70
 07/30  20:00:00,26.0,418.7,219.6,1055.1,6.7,13.6,82.0,58.9,2.27,36.56
 07/30  21:00:00,24.9,418.0,225.0,1090.0,6.7,13.6,82.0,59.0,2.33,37.74
 07/30  22:00:00,24.1,417.3,229.5,1093.4,6.7,13.6,82.0,59.1,2.38,37.97
 07/30  23:00:00,22.8,418.2,233.7,1084.1,6.7,13.5,82.0,59.2,2.43,37.80
 07/30  24:00:00,21.9,414.2,237.4,1032.5,6.7,13.4,82.0,59.2,2.48,36.47
 07/31  01:00:00,20.3,436.1,237.1,995.4,6.7,13.4,82.0,59.1,2.48,35.47
 07/31  02:00:00,20.5,436.0,239.5,993.7,6.7,13.4,82.0,59.1,2.50,35.58
 07/31  03:00:00,21.1,436.0,241.7,994.7,6.7,13.4,82.0,59.1,2.52,35.50
 07/31  04:00:00,20.8,436.8,244.5,980.3,6.7,13.4,82.0,59.1,2.55,35.05
 07/31  05:00:00,19.5,432.5,247.7,959.9,6.7,13.3,82.0,59.1,2.58,34.47
 07/31  06:00:00,20.7,420.0,245.7,1013.7,6.7,13.4,82.0,59.0,2.56,36.30
 07/31  07:00:00,23.1,637.3,199.0,1157.3,6.7,13.6,82.0,57.9,2.05,40.36
 07/31  08:00:00,24.2,868.9,160.4,1282.2,6.7,13.7,82.0,56.3,1.61,43.88
 07/31  09:00:00,25.8,912.6,143.8,1384.1,6.7,13.8,82.0,55.8,1.41,46.81
 07/31  10:00:00,27.7,915.6,133.1,1469.4,6.7,13.9,82.0,55.6,1.28,49.17
 07/31  11:00:00,29.0,919.9,126.5,1500.3,6.7,13.9,82.0,55.4,1.19,50.00
 07/31  12:00:00,30.2,881.3,123.0,1570.7,6.7,13.9,82.0,55.1,1.15,52.29
 07/31  13:00:00,31.3,926.4,109.6,1752.9,6.7,14.0,82.0,54.3,1.01,57.56
 07/31  14:00:00,31.3,928.8,104.2,1792.2,6.7,14.0,82.0,54.0,0.94,58.46
 07/31  15:00:00,29.4,929.5,107.2,1727.6,6.7,13.9,82.0,54.3,0.96,57.37
 07/31  16:00:00,29.0,667.6,139.6,1618.9,6.7,14.0,82.0,55.4,1.25,53.39
 07/31  17:00:00,27.7,663.1,158.3,1586.2,6.7,14.0,82.0,55.7,1.42,52.07
 07/31  18:00:00,26.7,582.2,176.2,1458.4,6.7,13.9,82.0,56.3,1.59,48.49
 07/31  19:00:00,26.0,582.0,186.6,1347.8,6.7,13.8,82.0,56.5,1.70,45.36
 07/31  20:00:00,25.2,597.8,195.2,1260.9,6.7,13.7,82.0,56.8,1.80,42.80
 07/31  21:00:00,24.3,557.6,199.1,1184.4,6.7,13.7,82.0,56.9,1.86,40.50
 07/31  22:00:00,23.3,543.1,203.2,1018.4,6.7,13.5,82.0,57.0,1.91,35.28
 07/31  23:00:00,22.5,441.5,225.8,927.0,6.7,13.4,82.0,58.0,2.15,32.73
 07/31  24:00:00,21.6,437.1,229.8,930.5,6.7,13.4,82.0,58.2,2.23,33.14
 08/01  01:00:00,20.7,437.0,231.2,1013.0,6.7,13.4,82.0,58.4,2.28,36.07
 08/01  02:00:00,19.8,436.7,233.0,1056.4,6.7,13.4,82.0,58.6,2.33,37.49
 08/01  03:00:00,19.0,436.6,235.2,1028.2,6.7,13.4,82.0,58.7,2.38,36.66
 08/01  04:00:00,18.1,440.2,239.5,942.5,6.7,13.3,82.0,58.8,2.44,33.85
 08/01  05:00:00,17.8,435.3,243.4,875.2,6.7,13.3,82.0,58.8,2.49,31.72
 08/01  06:00:00,18.1,421.6,242.0,895.3,6.7,13.3,82.0,58.8,2.48,32.48
 08/01  07:00:00,19.4,637.8,197.9,1053.1,6.7,13.5,82.0,57.5,2.01,37.45
 08/01  08:00:00,21.4,870.8,163.8,1205.9,6.7,13.6,82.0,55.8,1.62,41.88
 08/01  09:00:00,23.3,914.9,149.5,1275.2,6.7,13.7,82.0,55.1,1.44,43.73
 08/01  10:00:00,25.0,918.5,138.5,1369.9,6.7,13.7,82.0,55.2,1.30,46.63
 08/01  11:00:00,26.3,923.1,132.9,1469.7,6.7,13.8,82.0,55.0,1.23,49.73
 08/01  12:00:00,27.0,884.2,131.1,1524.7,6.7,13.8,82.0,54.8,1.20,51.51
 08/01  13:00:00,27.2,928.5,127.9,1549.1,6.7,13.8,82.0,54.6,1.16,52.44
 08/01  14:00:00,27.6,930.3,123.7,1559.8,6.7,13.7,82.0,54.4,1.11,52.91
 08/01  15:00:00,27.1,932.7,118.6,1511.3,6.7,13.7,82.0,54.7,1.06,51.54
 08/01  16:00:00,27.4,672.0,144.3,1383.5,6.7,13.7,82.0,56.3,1.29,47.01
 08/01  17:00:00,27.4,668.0,156.0,1318.3,6.7,13.7,82.0,56.8,1.41,44.70
 08/01  18:00:00,26.5,586.4,163.2,1247.6,6.7,13.7,82.0,57.1,1.50,42.45
 08/01  19:00:00,26.1,583.9,169.0,1212.6,6.7,13.7,82.0,57.0,1.57,41.35
 08/01  20:00:00,24.4,598.2,186.0,1171.7,6.7,13.7,82.0,56.8,1.74,40.12
 08/01  21:00:00,23.0,557.7,194.7,1135.2,6.7,13.6,82.0,56.9,1.83,39.17
 08/01  22:00:00,20.4,543.5,202.3,1036.5,6.7,13.5,82.0,57.1,1.92,36.17
 08/01  23:00:00,18.9,441.6,225.9,951.4,6.7,13.4,82.0,58.1,2.17,33.82
 08/01  24:00:00,18.5,437.1,230.4,943.7,6.7,13.4,82.0,58.3,2.25,33.80
 08/02  01:00:00,18.0,436.9,234.3,902.9,6.7,13.3,82.0,58.5,2.32,32.52
 08/02  02:00:00,17.4,436.7,237.9,865.4,6.7,13.3,82.0,58.6,2.39,31.36
 08/02  03:00:00,17.6,436.6,240.2,876.6,6.7,13.3,82.0,58.7,2.43,31.84
 08/02  04:00:00,17.4,437.2,243.5,850.6,6.7,13.3,82.0,58.8,2.48,30.92
 08/02  05:00:00,17.9,432.9,245.1,853.6,6.7,13.3,82.0,58.8,2.51,31.08
 08/02  06:00:00,18.3,420.6,238.2,886.0,6.7,13.3,82.0,58.7,2.44,32.15
 08/02  07:00:00,20.4,638.4,192.6,1079.9,6.7,13.5,82.0,57.7,1.96,38.29
 08/02  08:00:00,23.1,872.4,156.3,1295.6,6.7,13.7,82.0,56.3,1.56,44.62
 08/02  09:00:00,25.7,917.2,140.5,1436.3,6.7,13.8,82.0,55.5,1.36,48.71
 08/02  10:00:00,27.0,920.6,132.6,1478.8,6.7,13.8,82.0,55.3,1.26,49.81
 08/02  11:00:00,28.3,925.3,125.4,1538.9,6.7,13.8,82.0,55.1,1.17,51.76
 08/02  12:00:00,28.9,886.5,122.7,1576.5,6.7,13.8,82.0,54.9,1.13,52.97
 08/02  13:00:00,29.2,931.2,118.3,1619.4,6.7,13.8,82.0,54.6,1.08,54.57
 08/02  14:00:00,29.4,934.8,111.4,1677.3,6.7,13.8,82.0,54.7,1.01,56.59
 08/02  15:00:00,29.4,937.5,107.2,1700.6,6.7,13.8,82.0,54.8,0.96,57.57
 08/02  16:00:00,29.4,674.4,133.9,1602.0,6.7,13.9,82.0,56.0,1.20,53.64
 08/02  17:00:00,29.1,669.6,145.9,1582.4,6.7,13.9,82.0,56.4,1.32,52.69
 08/02  18:00:00,27.8,587.5,154.4,1543.6,6.7,13.9,82.0,56.8,1.41,51.45
 08/02  19:00:00,26.5,585.5,163.4,1468.8,6.7,13.8,82.0,56.8,1.51,49.16
 08/02  20:00:00,25.0,599.7,180.6,1405.9,6.7,13.8,82.0,56.6,1.68,47.34
 08/02  21:00:00,23.7,559.0,189.6,1366.1,6.7,13.7,82.0,56.7,1.77,46.29
 08/02  22:00:00,23.3,544.3,195.7,1342.7,6.7,13.7,82.0,56.9,1.84,45.67
 08/02  23:00:00,23.0,442.0,218.3,1295.0,6.7,13.7,82.0,57.9,2.08,44.21
 08/02  24:00:00,22.4,437.5,222.4,1207.8,6.7,13.5,82.0,58.1,2.15,41.89
 08/03  01:00:00,21.9,437.3,225.2,1182.5,6.7,13.5,82.0,58.3,2.21,41.36
 08/03  02:00:00,21.7,437.1,227.2,1172.9,6.7,13.5,82.0,58.5,2.26,41.13
 08/03  03:00:00,21.3,437.0,229.3,1118.7,6.7,13.5,82.0,58.6,2.30,39.37
 08/03  04:00:00,21.5,437.7,230.8,1085.2,6.7,13.5,82.0,58.7,2.34,38.32
 08/03  05:00:00,21.7,433.3,232.4,1109.4,6.7,13.5,82.0,58.8,2.37,39.14
 08/03  06:00:00,22.4,421.0,226.4,1164.7,6.7,13.5,82.0,58.8,2.32,40.92
 08/03  07:00:00,24.2,638.7,183.7,1382.2,6.7,13.8,82.0,57.2,1.86,47.16
 08/03  08:00:00,26.1,873.6,140.2,1613.2,6.7,13.9,82.0,55.2,1.38,53.59
 08/03  09:00:00,27.7,918.8,117.2,1761.4,6.7,14.1,82.0,54.0,1.12,56.96
 08/03  10:00:00,29.0,922.6,104.1,1862.2,6.7,14.3,82.0,53.3,0.97,59.03
 08/03  11:00:00,30.2,928.0,93.8,1942.3,6.7,14.3,82.0,53.0,0.85,60.97
 08/03  12:00:00,30.6,889.1,90.9,1965.8,6.7,14.3,82.0,52.9,0.81,61.82
 08/03  13:00:00,30.6,933.9,89.3,1972.5,6.7,14.2,82.0,52.9,0.78,62.60
 08/03  14:00:00,31.3,937.8,80.7,2026.3,6.7,14.2,82.0,52.9,0.70,64.25
 08/03  15:00:00,31.7,939.6,77.7,2048.7,6.7,14.2,82.0,52.8,0.67,64.86
 08/03  16:00:00,31.7,675.6,106.4,1883.0,6.7,14.3,82.0,54.3,0.91,59.14
 08/03  17:00:00,31.0,670.1,120.3,1839.3,6.7,14.3,82.0,54.7,1.03,57.62
 08/03  18:00:00,30.6,588.1,125.8,1831.6,6.7,14.4,82.0,54.8,1.09,56.90
 08/03  19:00:00,29.9,586.4,139.3,1788.2,6.7,14.4,82.0,54.7,1.21,55.55
 08/03  20:00:00,29.4,601.2,156.0,1734.8,6.7,14.3,82.0,54.8,1.36,54.47
 08/03  21:00:00,27.3,560.4,170.1,1684.1,6.7,14.2,82.0,55.2,1.49,53.54
 08/03  22:00:00,25.8,545.4,171.5,1684.8,6.7,14.2,82.0,55.1,1.51,53.77
 08/03  23:00:00,25.6,442.7,188.8,1669.4,6.7,14.3,82.0,56.0,1.67,52.44
 08/03  24:00:00,25.9,438.2,193.0,1534.6,6.7,14.1,82.0,56.3,1.74,49.09
 08/04  01:00:00,26.1,438.0,194.2,1525.8,6.7,14.1,82.0,56.4,1.77,48.93
 08/04  02:00:00,24.4,437.6,217.3,1413.4,6.7,13.8,82.0,57.5,2.01,46.83
 08/04  03:00:00,24.0,437.4,220.3,1366.3,6.7,13.7,82.0,57.8,2.09,46.62
 08/04  04:00:00,24.4,441.5,214.7,1410.1,6.7,13.8,82.0,57.6,2.06,47.43
 08/04  05:00:00,24.1,436.5,214.7,1419.0,6.7,13.8,82.0,57.6,2.08,47.55
 08/04  06:00:00,23.9,422.6,225.6,1300.9,6.7,13.6,82.0,58.3,2.21,44.28
 08/04  07:00:00,23.5,638.6,193.1,1384.7,6.7,13.8,82.0,57.0,1.89,47.17
 08/04  08:00:00,24.0,873.3,150.1,1657.3,6.7,14.0,82.0,54.4,1.44,54.77
 08/04  09:00:00,25.5,918.0,120.7,1850.3,6.7,14.3,82.0,52.5,1.11,58.42
 08/04  10:00:00,26.8,921.2,111.0,1917.9,6.7,14.4,82.0,52.0,0.99,59.71
 08/04  11:00:00,28.6,925.5,99.2,1990.2,6.7,14.5,82.0,51.6,0.87,61.47
 08/04  12:00:00,29.8,886.7,92.2,2049.3,6.7,14.5,82.0,51.5,0.79,62.76
 08/04  13:00:00,30.4,933.1,85.3,2097.7,6.7,14.5,82.0,51.6,0.72,64.53
 08/04  14:00:00,30.6,937.2,77.7,2146.0,6.7,14.5,82.0,51.7,0.65,66.07
 08/04  15:00:00,30.9,938.2,72.9,2180.1,6.7,14.5,82.0,51.4,0.60,66.93
 08/04  16:00:00,31.1,675.3,93.5,2081.1,6.7,14.7,82.0,52.7,0.77,62.26
 08/04  17:00:00,31.1,670.1,107.9,2034.5,6.7,14.7,82.0,53.3,0.89,60.47
 08/04  18:00:00,30.4,587.8,116.8,1994.2,6.7,14.8,82.0,53.6,0.96,59.21
 08/04  19:00:00,29.3,585.4,126.8,1963.9,6.7,14.8,82.0,53.5,1.05,58.21
 08/04  20:00:00,28.5,600.1,144.1,1914.1,6.7,14.7,82.0,53.7,1.20,57.04
 08/04  21:00:00,28.0,559.7,148.0,1909.4,6.7,14.7,82.0,53.6,1.24,56.91
 08/04  22:00:00,28.1,545.6,151.0,1900.6,6.7,14.7,82.0,53.8,1.26,56.47
 08/04  23:00:00,28.3,443.0,171.6,1837.7,6.7,14.7,82.0,54.9,1.45,54.65
 08/04  24:00:00,24.2,438.1,223.7,1427.4,6.7,13.8,82.0,57.2,1.94,45.94
 08/05  01:00:00,20.6,437.6,239.1,1124.9,6.7,13.5,82.0,58.2,2.18,39.39
 08/05  02:00:00,20.4,437.3,235.1,1091.9,6.7,13.5,82.0,58.4,2.23,38.62
 08/05  03:00:00,20.6,437.2,232.7,1090.5,6.7,13.5,82.0,58.5,2.27,38.58
 08/05  04:00:00,20.2,437.7,232.4,1057.7,6.7,13.4,82.0,58.6,2.31,37.51
 08/05  05:00:00,20.4,433.4,233.1,1080.6,6.7,13.4,82.0,58.7,2.35,38.36
 08/05  06:00:00,20.9,420.9,231.2,1116.6,6.7,13.5,82.0,58.8,2.35,39.52
 08/05  07:00:00,21.5,507.3,215.4,1232.8,6.7,13.6,82.0,58.2,2.19,42.94
 08/05  08:00:00,22.4,647.4,186.8,1385.3,6.7,13.7,82.0,57.0,1.87,47.34
 08/05  09:00:00,23.1,687.8,178.7,1441.1,6.7,13.8,82.0,56.7,1.76,48.74
 08/05  10:00:00,24.7,689.5,165.1,1494.8,6.7,13.8,82.0,56.7,1.60,50.23
 08/05  11:00:00,26.6,691.7,155.3,1575.7,6.7,13.9,82.0,56.2,1.49,52.21
 08/05  12:00:00,27.9,660.8,147.7,1656.9,6.7,14.1,82.0,55.8,1.40,54.02
 08/05  13:00:00,28.3,661.1,146.3,1691.6,6.7,14.1,82.0,55.4,1.37,54.52
 08/05  14:00:00,28.0,661.1,159.6,1536.2,6.7,13.9,82.0,56.1,1.48,50.51
 08/05  15:00:00,29.2,663.6,152.0,1485.7,6.7,13.9,82.0,56.6,1.41,49.68
 08/05  16:00:00,30.0,665.0,145.0,1555.5,6.7,13.9,82.0,56.8,1.36,51.76
 08/05  17:00:00,29.6,621.7,147.9,1547.9,6.7,13.9,82.0,56.9,1.39,51.51
 08/05  18:00:00,28.4,429.1,173.7,1436.8,6.7,13.8,82.0,58.1,1.65,47.95
