timestamp,tempm,elec_load,heat_load,cool_load,
1/12/2012 22:00,12.2,554.0421396,174.5495798,223.5481665,
1/12/2012 23:00,12.2,454.2695442,210.6739917,245.29498,
1/13/2012 0:00,11.90833333,449.4453831,218.6799473,241.9455679,
1/13/2012 1:00,11.35,448.88065,222.6076605,231.2965502,
1/13/2012 2:00,10.45833333,448.0095708,231.2337069,223.5002995,
1/13/2012 3:00,9.65,447.9009888,276.8734248,250.9395424,
1/13/2012 4:00,9.4,448.2181313,284.3814428,247.5429074,
1/13/2012 5:00,9.4,447.900469,303.4552689,246.8845761,
1/13/2012 6:00,8.758333333,447.4585041,303.166503,241.3666857,
1/13/2012 7:00,8.65,516.2103338,300.5821078,238.4293543,
1/13/2012 8:00,10.18333333,654.8226466,246.949932,254.208037,
1/13/2012 9:00,12.73333333,698.65772,202.5471482,358.0516279,
1/13/2012 10:00,14.89166667,706.0497118,116.7488704,506.8284276,
1/13/2012 11:00,15.6,710.8132339,90.1512526,508.3972687,
1/13/2012 12:00,15.89166667,679.407336,82.21910361,511.9442011,
1/13/2012 13:00,16.45,697.0545368,91.91377508,562.7264054,
1/13/2012 14:00,16.7,704.2618375,105.983145,600.816022,
1/13/2012 15:00,16.35,699.3418,82.42551977,565.3397723,
1/13/2012 16:00,15.45833333,680.8235985,101.9764364,553.764787,
1/13/2012 17:00,14.35833333,650.6339083,98.64339068,489.5045273,
1/13/2012 18:00,13.55,462.6971406,133.7245317,428.5435843,
1/13/2012 19:00,13.3,461.7215233,156.6939627,414.7672638,
1/13/2012 20:00,13.3,460.4823492,166.6738809,414.0891331,
1/13/2012 21:00,13.00833333,459.3359747,176.465314,410.1888392,
1/13/2012 22:00,12.45,453.1934399,193.8377527,252.3510386,
1/13/2012 23:00,11.55833333,453.3223598,227.1291354,237.0015042,
1/14/2012 0:00,10.80833333,426.3580874,239.7216043,222.9650925,
1/14/2012 1:00,10.25,425.9217791,263.1656136,231.9600989,
1/14/2012 2:00,10,425.9224573,297.7512549,256.0459512,
1/14/2012 3:00,9.358333333,425.5359413,321.4822931,247.1300291,
1/14/2012 4:00,9.191666667,425.9408358,326.4415635,243.2040776,
1/14/2012 5:00,9.75,426.0238286,328.0791674,249.3769764,
1/14/2012 6:00,10,425.8759825,332.9846774,251.9775216,
1/14/2012 7:00,10,412.1351602,324.5927357,251.2695779,
